Org Code,Action,Register Number,Award Number,Institution,City,State,Zip Code,Principal Investigator,Total Funding Planned,Total Funding to Date,Project Start Date,Project End Date,Most Recent Award Date,Title,Award Type,Program Manager,Institution Type
SC-25,Renewal,ER40969,DE-FG02-96ER40969,OREGON UNIVERSITY OF                             ,Eugene,OR,97403-5219,"Brau, James",3341000,2341000,7/1/11,6/30/14,9/13/11,Task A:  Theory of Elementary Particles; Task B Experimental High Energy Physics,Grant,"Boehnlein, David",Educational
SC-25,Renewal,ER40970,DE-FG02-96ER40970,SOUTH ALABAMA UNIVERSITY OF                      ,Mobile,AL,36688-0002,"Jenkins, Charles Merrill",70000,70000,4/15/12,4/14/13,4/26/12,Experimental High Energy Physics at the University of South Alabama: Request to Continue Activities for CMS BaBaR and Belle II,Grant,"Stone, Alan",Educational
SC-26.1,No-Cost Extension,ER40972,DE-FG02-96ER40972,OREGON UNIVERSITY OF                             ,Eugene,OR,97403-5219,"Hwa, Rudolph",0,0,5/1/11,4/30/13,2/28/12,Physics of Nuclear Collisions at High Energy,Grant,"Fai, George",Educational
SC-26.1,Renewal,ER40975,DE-FG02-96ER40975,VANDERBILT UNIVERSITY                             ,Nashville,TN,37235-7749,"Umar, A. Sait",495000,480000,6/1/10,5/31/13,9/3/10,Microscopic Heavy-Ion Theory,Grant,"Fai, George",Educational
SC-26.1,Renewal,ER40978,DE-FG02-96ER40978,LOUISIANA STATE UNIVERSITY AND A&M COLLEGE        ,Baton Rouge,LA,70803-0001,"Blackmon, Jeff",645000,453000,3/15/11,3/14/14,9/8/11,Studying Nuclei Far From Stability,Grant,"Baktash, Cyrus",Educational
SC-26.1,Renewal,ER40980,DE-FG02-96ER40980,RICHMOND UNIVERSITY OF                           ,Richmond,VA,23173,"Gilfoyle, Gerard",139000,89000,6/1/12,5/31/15,6/8/12,Medium Energy Nuclear Physics at the University of Richmond,Grant,"Barnes, Frank",Educational
SC-26.1,Renewal,ER40981,DE-FG02-96ER40981,KANSAS CENTER FOR RESEARCH INC. UNIV OF         ,Lawrence,KS,66045-7568,"Sanders, Stephen",1002000,669000,6/1/11,5/31/14,8/23/11,Research in Heavy-Ion Nuclear Physics at CMS,Grant,"Sowinski, James",Educational
SC-26.1,Renewal,ER40982,DE-FG02-96ER40982,TENNESSEE UNIVERSITY OF KNOXVILLE                ,Knoxville,TN,37996-1529,"Sorensen, Soren",1070000,619000,6/1/11,5/31/14,8/24/11,Studies of Hot and Dense Nuclear Matter,Grant,"Sowinski, James",Educational
SC-26.1,Renewal,ER40983,DE-FG02-96ER40983,TENNESSEE UNIVERSITY OF KNOXVILLE                ,Knoxville,TN,37996-1529,"Grzywacz, Robert",1305000,840000,3/1/11,2/28/14,7/27/11,Nuclear Spectroscopic Studies with Radioactive and Stable Ion Beams,Grant,"Baktash, Cyrus",Educational
SC-26.1,Renewal,ER40987,DE-FG02-96ER40987,RUTGERS - STATE UNIV OF NJ NEW BRUNSWICK         ,New Brunswick,NJ,8901,"Mekjian, Aram",186000,124000,7/1/11,6/30/14,9/9/11,Studies of Nuclei Under the Extreme Conditions of Density Temperature Isospin Asymmetry and the Phase Diagram of Hadronic Matter,Grant,"Fai, George",Educational
SC-26.1,Renewal,ER40988,DE-FG02-96ER40988,NEW YORK STATE U. OF ST BROOK                    ,Stony Brook,NY,11794-3362,"Jacak, Barbara",2976000,1952000,4/1/11,3/31/14,8/8/11,Studies of Relativistic Heavy Ion Collisions at RHIC,Grant,"Sowinski, James",Educational
SC-26.1,Renewal,ER40989,DE-FG02-96ER40989,KENTUCKY UNIV. OF RES FOUND                      ,Lexington,KY,40506-0057,"Gardner, Susan",334000,217000,7/15/11,7/14/14,9/22/11,Fundamental Physics with Hadrons and Nuclei from Quarks to the Cosmos,Grant,"Fai, George",Educational
SC-26.1,Renewal,ER40991,DE-FG02-96ER40991,CREIGHTON UNIVERSITY                              ,Omaha,NE,68178,"Cherney, Michael",688000,460000,7/1/11,6/30/14,9/6/11,A Study of Ultra-Relativistic Heavy Ion Collisions,Grant,"Sowinski, James",Educational
SC-26.1,Renewal,ER41003,DE-FG02-96ER41003,WILLIAM AND MARY COLLEGE OF                      ,Williamsburg,VA,23187-8795,"Griffioen, Keith",1308000,825000,2/15/11,2/14/14,5/2/11,Nucleon Structure Studies,Grant,"Barnes, Frank",Educational
SC-26.1,Renewal,ER41006,DE-FG02-96ER41006,MISSISSIPPI STATE UNIVERSITY                      ,Mississippi State,MS,39762-6156,"Winger, Jeff",239000,157000,7/1/11,6/30/14,8/26/11,Nuclear Structure Studies of Exotic Nuclei with Radioactive Ion Beams,Grant,"Baktash, Cyrus",Educational
SC-26.1,Renewal,ER41014,DE-FG02-97ER41014,WASHINGTON UNIV OF SEATTLE                      ,Seattle,WA,98105-4683,"Miller, Gerald",2340000,1510000,11/1/11,10/31/14,11/21/11,Theoretical Nuclear Physics,Grant,"Fai, George",Educational
SC-26.1,Renewal,ER41019,DE-FG02-97ER41019,NORTH CAROLINA UNIVERSITY OF AT CHAPEL HILL      ,Chapel Hill,NC,27599-1350,"Engel, Jonathan",330000,110000,1/15/12,1/14/15,3/1/12,Nuclear Theory with Applications to Astrophysics and Particle Physics,Grant,"Fai, George",Educational
SC-26.1,Renewal,ER41020,DE-FG02-97ER41020,WASHINGTON UNIV OF SEATTLE                      ,Seattle,WA,98105-4683,"Robertson, R. G. Hamish",10654000,3984000,12/1/11,11/30/14,6/22/12,Experimental Nuclear Physics,Grant,"Baktash, Cyrus",Educational
SC-25,Renewal,ER41022,DE-FG02-97ER41022,FLORIDA STATE UNIVERSITY                          ,Tallahassee,FL,32306-4166,"Prosper, Harrison",1208000,940000,1/1/12,4/30/13,3/30/12,High Energy Physics,Grant,"Rosenberg, Eli",Educational
SC-26.1,Renewal,ER41026,DE-FG02-97ER41026,OREGON STATE UNIVERSITY                           ,Corvallis,OR,97331-2140,"Loveland, Walter",492000,161000,1/1/12,12/31/14,5/16/12,Studies of Heavy Nuclei Produced in Low and Intermediate Energy Nuclear Collisions,Grant,"Baktash, Cyrus",Educational
SC-26.1,Renewal,ER41028,DE-FG02-97ER41028,OLD DOMINION UNIVERSITY RESEARCH FOUND.           ,Norfolk,VA,23508-2561,"Radyushkin, Anatoly",435000,145000,4/15/12,4/14/15,4/11/12,Topics in Theoretical Nuclear Physics,Grant,"Fai, George",Not-For-Profit Business
SC-25,Renewal,ER41029,DE-FG02-97ER41029,FLORIDA UNIVERSITY OF                            ,Gainesville,FL,32611-5500,"Yelton, John",7053100,7683044,7/1/10,6/30/13,8/24/10,High Energy Experimental and Theoretical Research,Grant,"Rosenberg, Eli",Educational
SC-25,Renewal,ER41031,DE-FG02-97ER41031,RICE UNIVERSITY WILLIAM MARSH                    ,Houston,TX,77005,"Padley, B. Paul",1355000,1485000,5/1/11,4/30/13,9/29/11,High Energy Physics,Grant,"Bolton, Timothy",Educational
SC-25,Renewal,ER41045,DE-FG02-97ER41045,PUERTO RICO UNIVERSITY OF MAYAGUEZ               ,Mayaguez,PR,00681-9001,"Lopez, Angel",685000,782650,6/1/10,5/31/13,7/7/10,UPR/Mayaguez High Energy Physics,Grant,"Patwa, Abid",Educational
SC-26.1,Renewal,ER41065,DE-FG02-99ER41065,FLORIDA INTERNATIONAL UNIV.                       ,Miami,FL,33199,"Reinhold, Joerg",1560000,975000,8/1/11,1/31/14,7/25/11,Nuclear Physics Research at Jefferson Lab,Grant,"Barnes, Frank",Educational
SC-26.1,Renewal,ER41068,DE-FG02-98ER41068,GEORGIA STATE UNIV. RES. FOUND. INC.             ,Atlanta,GA,30302-3999,"He, Xiaochun",486000,341000,4/1/11,3/31/14,8/23/11,Research in Heavy Ion Nuclear Reactions,Grant,"Sowinski, James",Educational
SC-26.1,Renewal,ER41070,DE-FG02-98ER41070,MICHIGAN STATE UNIVERSITY                         ,East Lansing,MI,48824-1046,"Westfall, Gary",672000,467000,11/1/10,10/31/13,12/2/10,Study of the QCD Phase Diagram using STAR at RHIC,Grant,"Sowinski, James",Educational
SC-26.1,Renewal,ER41080,DE-FG02-98ER41080,MCMASTER UNIVERSITY                               ,Hamilton Ontario,,          ,"Chen, Alan",590000,590000,7/1/10,6/30/13,9/28/10,Evaluation and Compilation of Nuclear Structure and Decay Data for the US Nuclear Data Program,Grant,"Barnes, Frank",Educational
SC-25,Renewal,ER41087,DE-FG02-98ER41087,MINNESOTA UNIVERSITY OF DULUTH                  ,Duluth,MN,55812,"Hiller, John",135000,151057,6/1/10,5/31/13,7/30/10,Nonperturbative Analysis of Field Theories Quantized on the Light Cone,Grant,"Rolli, Simona",Educational
SC-25,No-Cost Extension,ER41089,DE-FG02-98ER41089,LOUISVILLE RES. FOUND. INC. UNIV. OF            ,Louisville,KY,40292,"Brown, David Nathan",0,0,9/15/09,3/31/13,7/25/12,Contributions to Studies of CP Violation and Hadronic Physics with the Babar Collaboration,Grant,"Boehnlein, David",Educational
SC-25,Renewal,ER41093,DE-FG02-99ER41093,KANSAS STATE UNIVERSITY                           ,Manhattan,KS,66506-1103,"Bolton, Timothy",2185000,1455000,11/1/10,10/31/13,2/14/11,Heavy Quark and Neutrino Physics,Grant,"Rosenberg, Eli",Educational
SC-26.1,Renewal,ER41101,DE-FG02-99ER41101,KENTUCKY UNIV. OF RES FOUND                      ,Lexington,KY,40506-0057,"Korsch, Wolfgang",585000,371000,5/1/11,4/30/14,7/21/11,Fundamental Studies of Hadronic Structure,Grant,"Barnes, Frank",Educational
SC-25,Renewal,ER41104,DE-FG02-99ER41104,NEW MEXICO UNIVERSITY OF                         ,Albuquerque,NM,87131-0001,"Ellison, James",498000,332000,5/15/11,5/14/14,9/19/11,Investigations of Beam Dynamics Issues at Current and Future Hadron Accelerators,Grant,"Len, Lek",Educational
SC-25,Renewal,ER41107,DE-FG02-99ER41107,MICHIGAN TECH. UNIVERSITY                         ,Houghton,MI,49931-1295,"Nitz, David",780000,515000,4/15/11,4/14/14,6/10/11,Studies of High Energy Particle Astrophysics,Grant,"Turner, Kathleen",Educational
SC-26.1,Renewal,ER41110,DE-FG02-99ER41110,GEORGE WASHINGTON UNIVERSITY                      ,Washington,DC,20052,"Briscoe, William",1920000,1248000,6/1/11,5/31/14,8/31/11,Data Analysis Center for Electromagnetic and Hadronic Scattering Processes,Grant,"Barnes, Frank",Educational
SC-25,Renewal,ER41117,DE-FG02-99ER41117,LOUISIANA TECH UNIVERSITY                         ,Ruston,LA,71272,"Sawyer, H. Lee",470000,478000,6/15/11,4/14/13,5/31/11,Research in High Energy Physics,Grant,"Stone, Alan",Educational
SC-26.1,Renewal,ER41132,DE-FG02-00ER41132,WASHINGTON UNIV OF SEATTLE                      ,Seattle,WA,98105-4683,"Kaplan, David",13941000,10466000,3/1/09,2/28/14,8/18/09,Institute for Nuclear Theory,Grant,"Fai, George",Educational
SC-26.1,Renewal,ER41135,DE-FG02-00ER41135,PITTSBURGH UNIVERSITY OF                         ,Pittsburgh,PA,15260-6830,"Swanson, Eric",290000,185000,12/1/10,11/30/13,1/19/11,Studies of the Quark and Gluon Structure of Nuclear and Hadronic Matter,Grant,"Fai, George",Educational
SC-26.1,Renewal,ER41138,DE-FG02-00ER41138,CALIFORNIA UNIV. OF BERKELEY                     ,Berkeley,CA,94720-5940,"Freedman, Stuart",1035000,345000,7/1/12,6/30/15,9/5/12,US Participation in the KamLAND Experiment,Grant,"Baktash, Cyrus",Educational
SC-25,No-Cost Extension,ER41145,DE-FG02-00ER41145,NOTRE DAME UNIVERSITY OF                         ,Notre Dame,IN,46556-5602,"Losecco, John",0,0,8/1/09,3/31/13,5/16/12,Research in CP Violation in the B Meson Sector & OJI Task-Optimizing Higgs Discovery Prospects at the Fermilab Tevatron,Grant,"Stone, Alan",Educational
SC-26.1,Renewal,ER41166,DE-FG02-01ER41166,ALABAMA UNIVERSITY OF TUSCALOOSA                 ,Tuscaloosa,AL,35487-0104,"Piepke, Andreas",950000,950000,3/15/10,3/14/13,8/27/10,Low Energy Neutrino Physics,Grant,"Baktash, Cyrus",Educational
SC-26.1,Renewal,ER41168,DE-FG02-01ER41168,VIRGINIA UNIVERSITY OF                           ,Charlottesville,VA,22904-4195,"Cates, Gordon",1580000,1534000,4/1/10,3/31/13,8/20/10,Medium Energy Spin Physics with Lasers,Grant,"Barnes, Frank",Educational
SC-25,Renewal,ER41170,DE-AI02-01ER41170,Naval Research Laboratory                         ,Washington,DC,20375-5000,"Gold, Steven",1287000,937000,7/15/10,7/14/13,8/23/10,Development and Testing of Advanced Accelerator Structures and Technologies at 11.424 GHz,Interagency Agreement,"Len, Lek",Governmental Organization
SC-26.1,Renewal,ER41172,DE-FG02-01ER41172,FLORIDA INTERNATIONAL UNIV.                       ,Miami,FL,33199,"Sargsian, Misak",242000,229000,4/15/10,4/14/13,8/2/10,Theoretical Studies of High Energy Electronuclear Processes,Grant,"Fai, George",Educational
SC-26.1,Renewal,ER41194,DE-FG02-01ER41194,KENT STATE UNIVERSITY                             ,Kent,OH,44242-0001,"Manley, D. Mark",293000,269000,6/15/10,6/14/13,7/21/10,Baryon Spectroscopy Through Partial-Wave Analysis and Meson Photoproduction,Grant,"Barnes, Frank",Educational
SC-26.1,Renewal,ER41195,DE-FG02-01ER41195,ILLINOIS UNIVERSITY OF CHICAGO                   ,Chicago,IL,60612-7227,"Stephanov, Mikhail",485000,480000,8/1/10,7/31/13,9/21/10,Theoretical Studies of Strongly Interacting Matter,Grant,"Fai, George",Educational
SC-26.1,Renewal,ER41200,DE-FG02-01ER41200,VIRGINIA UNIVERSITY OF                           ,Charlottesville,VA,22904-4195,"Liuti, Simonetta",285000,280000,5/1/10,4/30/13,8/26/10,Studies of Quantum Chromodynamics at the Intersection of the Perturbative and Non-Perturbative Regimes,Grant,"Fai, George",Educational
SC-26.1,Renewal,ER41216,DE-FG02-02ER41216,NORTH CAROLINA STATE UNIVERSITY                   ,Raleigh,NC,27695-7514,"McLaughlin, Gail",405000,405000,7/15/10,7/14/13,7/16/10,Supernovae and Black Hole Accretion Disks: Weak Interactions and Element Synthesis,Grant,"Fai, George",Educational
SC-26.1,Renewal,ER41220,DE-FG02-02ER41220,FLORIDA STATE UNIVERSITY                          ,Tallahassee,FL,32306-4166,"Wiedenhoever, Ingo",198000,130000,7/15/11,7/14/14,9/22/11,Spectroscopy of Resonances in the Astrophysical rp-Process Path,Grant,"Baktash, Cyrus",Educational
SC-26.1,Renewal,ER41231,DE-FG02-03ER41231,DUKE UNIVERSITY                                   ,Durham,NC,27705-4677,"Gao, Haiyan",1350000,902000,12/15/10,12/14/13,3/21/11,Medium Energy Physics at Duke University,Grant,"Barnes, Frank",Educational
SC-26.1,Renewal,ER41240,DE-FG02-03ER41240,VIRGINIA UNIVERSITY OF                           ,Charlottesville,VA,22904-4195,"Liyanage, Nilanga",678000,452000,6/1/11,5/31/14,9/20/11,Deep Inelastic Scattering in the Nucleon Valence Quark Region for Precision Studies of Nucleon Spin Structure and for Parity Violating Electro-Weak Asymmetry...,Grant,"Barnes, Frank",Educational
SC-26.1,Renewal,ER41243,DE-FG02-03ER41243,ABILENE CHRISTIAN UNIVERSITY                      ,Abilene,TX,79699,"Isenhower, Larry",567000,187000,5/15/12,5/14/15,5/30/12,The Spin and Anti-Quark Structure of the Nucleon,Grant,"Barnes, Frank",Educational
SC-26.1,Renewal,ER41244,DE-FG02-03ER41244,COLORADO UNIVERSITY OF                           ,Boulder,CO,80303-1058,"Nagle, James",909000,428000,3/1/12,2/28/15,3/1/12,Experimental Relativistic Heavy Ion Physics at the University of Colorado at Boulder,Grant,"Sowinski, James",Educational
SC-25,Renewal,ER41255,DE-FG02-03ER41255,COLORADO STATE UNIVERSITY                         ,Fort Collins,CO,80523-2002,"Fairbank, William",260000,180000,7/1/11,6/30/14,8/11/11,New Technique for Barium Daughter Ion Identification in a Liquid Xe-136 Double Beta Decay Experiment,Grant,"Salamon, Michael",Educational
SC-26.1,Renewal,ER41259,DE-FG02-03ER41259,MICHIGAN STATE UNIVERSITY                         ,East Lansing,MI,48824-1046,"Pratt, Scott",291000,97000,6/1/12,5/31/15,6/1/12,Determining Properties of Matter Created at RHIC,Grant,"Fai, George",Educational
SC-26.1,Renewal,ER41260,DE-FG02-03ER41260,NORTH CAROLINA STATE UNIVERSITY                   ,Raleigh,NC,27695-7514,"Schaefer, Thomas",771000,257000,7/15/12,7/14/15,7/24/12,Nuclear Theory at North Carolina State University,Grant,"Fai, George",Educational
SC-26.1,Renewal,ER41270,DE-FG02-03ER41270,IDAHO UNIVERSITY OF                              ,Moscow,ID,83844-3020,"Sammarruca, Francesca",285000,95000,8/1/12,7/31/15,7/17/12,Nuclear Theory at the University of Idaho,Grant,"Fai, George",Educational
SC-26.1,Renewal,ER41272,DE-FG02-03ER41272,SAN DIEGO STATE UNIVERSITY FOUNDATION             ,San Diego,CA,92182-1930,"Johnson, Calvin",270000,90000,6/1/12,5/31/15,4/19/12,Computational Nuclear Structure and Many-Body Forces,Grant,"Fai, George",Educational
SC-25,Renewal,ER41276,DE-FG02-03ER41276,STANFORD UNIVERSITY                               ,Stanford,CA,94305,"Byer, Robert",948000,948000,8/1/10,7/31/13,9/14/10,Development of High-Gradient Extended Dielectric Based Laser-Driven Particle Accelerator Structures,Grant,"Len, Lek",Educational
SC-25,Renewal,ER41295,DE-FG02-04ER41295,STANFORD UNIVERSITY                               ,Stanford,CA,94305,"Cabrera, Blas",2912000,3514000,4/1/10,3/31/13,9/16/10,Stanford Non-Accelerator High Energy Physics Program,Grant,"Salamon, Michael",Educational
SC-26.1,Renewal,ER41302,DE-FG02-04ER41302,WILLIAM AND MARY COLLEGE OF                      ,Williamsburg,VA,23187-8795,"Orginos, Konstantinos",431000,408000,3/15/10,3/14/13,3/17/10,Topics in Theoretical Physics,Grant,"Fai, George",Educational
SC-25,Renewal,ER41305,DE-FG02-04ER41305,OKLAHOMA UNIVERSITY OF                           ,Norman,OK,73019-5300,"Skubic, Patrick",2363000,2712000,5/1/10,4/30/13,7/1/10,Experimental Physics Investigations Using Colliding Beam Detectors at Fermilab Cornell & LHC; Nonperturbative Quantum Field Theory Beyond the...,Grant,"Boehnlein, David",Educational
SC-25,Renewal,ER41306,DE-FG02-04ER41306,OKLAHOMA STATE UNIVERSITY STILLWATER             ,Stillwater,OK,74078,"Nandi, Satyanarayan",865000,954724,5/1/10,4/30/13,7/28/10,Theoretical Research in Weak Electromagnetic and Strong Interactions,Grant,"Boehnlein, David",Educational
SC-25,Renewal,ER41308,DE-FG02-04ER41308,KANSAS CENTER FOR RESEARCH INC. UNIV OF         ,Lawrence,KS,66045-7568,"Ralston, John",450000,486000,5/1/10,4/30/13,7/24/10,Research in Theoretical Particle Physics,Grant,"Chatterjee, Lali",Educational
SC-26.1,Renewal,ER41309,DE-FG02-04ER41309,CONNECTICUT UNIVERSITY OF                        ,Storrs,CT,06269-1133,"Joo, Kyungseon",765000,739000,4/15/10,4/14/13,7/9/10,Medium Energy Nuclear Physics Experiment at Jefferson Lab,Grant,"Barnes, Frank",Educational
SC-25,Renewal,ER41310,DE-FG02-04ER41310,TEXAS UNIVERSITY OF DALLAS                       ,Richardson,TX,75083-0688,"Izen, Joseph",955000,1155000,4/15/10,4/14/13,7/21/10,Elementary Particle Physics,Grant,"Boehnlein, David",Educational
SC-25,Renewal,ER41317,DE-FG02-04ER41317,COLORADO UNIVERSITY OF                           ,Boulder,CO,80303-1058,"Cary, John",603000,689000,6/1/10,5/31/13,7/22/10,Chaotic Dynamics and Advanced Computation for Beams and Accelerators,Grant,"Boger, John",Educational
SC-26.1,Renewal,ER41318,DE-FG02-04ER41318,ARIZONA UNIVERSITY OF                            ,Tucson,AZ,85722-3308,"Rafelski, Johann",440000,435000,4/1/10,3/31/13,9/2/10,Research in Theoretical High Energy Nuclear Physics at the University of Arizona,Grant,"Fai, George",Educational
SC-26.1,Renewal,ER41319,DE-FG02-04ER41319,ARIZONA UNIVERSITY OF                            ,Tucson,AZ,85722-3308,"Sarcevic, Ina",174000,174000,4/1/10,3/31/13,9/9/10,Research in Theoretical Nuclear and Neutrino Physics,Grant,"Fai, George",Educational
SC-26.1,Renewal,ER41320,DE-FG02-04ER41320,WESTERN MICHIGAN UNIVERSITY                       ,Kalamazoo,MI,49008-5456,"Wuosmaa, Alan",551000,551000,5/15/10,5/14/13,9/16/10,Study of Exotic Nuclei With Nucleon Transfer Reactions,Grant,"Baktash, Cyrus",Educational
SC-26.1,Renewal,ER41325,DE-FG02-04ER41325,CALIFORNIA UNIV. OF RIVERSIDE                    ,Riverside,CA,92521-0217,"Barish, Kenneth",764800,743000,7/1/10,6/30/13,9/2/10,SPIN PHYSICS WITH PHENIX  AT RHIC,Grant,"Barnes, Frank",Educational
SC-26.1,Renewal,ER41331,DE-FG02-04ER41331,MICHIGAN UNIVERSITY OF                           ,Ann Arbor,MI,48109-1274,"Chupp, Timothy",351000,230000,7/15/11,7/14/14,8/12/11,Electric Dipole Moment Measurements with Rare Isotopes:  The Radon-EDM Experiment,Grant,"Baktash, Cyrus",Educational
SC-26.1,Renewal,ER41338,DE-FG02-04ER41338,ARIZONA UNIVERSITY OF                            ,Tucson,AZ,85722-3308,"Van Kolck, Ubirajara",390000,605000,8/1/10,7/31/13,9/13/10,Effective Theories of the Strong Interaction,Grant,"Fai, George",Educational
SC-25,Renewal,ER41360,DE-FG02-05ER41360,MASSACHUSETTS INST. OF TECH.                      ,Cambridge,MA,02139-4307,"Milner, Richard",18848000,16069000,11/1/10,10/31/13,3/2/11,Laboratory for Nuclear Science - High Energy Physics Program,Grant,"Salamon, Michael",Educational
SC-26.1,Renewal,ER41367,DE-FG02-05ER41367,DUKE UNIVERSITY                                   ,Durham,NC,27705-4677,"Mueller, Berndt",1121000,730000,3/15/11,3/14/14,3/31/11,Nuclear Physics at Extreme Energy Density,Grant,"Fai, George",Educational
SC-26.1,Renewal,ER41368,DE-FG02-05ER41368,DUKE UNIVERSITY                                   ,Durham,NC,27705-4677,"Springer, Roxanne",1098000,697000,3/15/11,3/14/14,3/31/11,Lattice and Effective Field Theory Studies of Quantum Chromodynamics,Grant,"Fai, George",Educational
